"","ret","mvf","pst","jgw","hfn","dgm","cel","acc","app","aut","bar","cbs","eap","ent","gro"
"86",-0.132212427129249,0.150488627897803,0.719117252481898,-0.0202031674344182,0.591981555014731,-0.00053872960824275,0.0557301305379254,-0.526568314660873,-0.118778652473029,0.103129764146713,0.27931423178756,-0.00942544980160231,-0.153858138900791,-0.207112844880174,0.0998703971944805
"87",-0.119319450647609,0.198863163402424,0.421614519175491,0.602114065868292,0.412576885027313,0.0839272348595785,-0.177105646962308,-0.537700137397302,-0.0503145045386949,0.164799937194147,0.043792051777521,-0.0311377115892463,-0.221650872940081,-0.24512649421762,0.196295674556544
"88",-0.101963847198476,0.142858770061396,1.02825478331548,0.347084285918001,0.372226312961452,0.146822308690012,-0.0523582547248426,-0.598956005571442,0.0276939797816509,0.102354513674688,0.103451488915639,-0.10071806895974,-0.176278187936316,-0.158740000698642,0.254769002942265
"89",-0.141341168337367,0.194668623135234,0.51656885107256,0.840880539697156,0.268360643165726,0.0568574721475223,0.221260899373311,-0.623999761264275,-0.0942138332054161,0.128622730261489,0.177193645990921,-0.0537266683712624,-0.217235634447035,-0.300946901789496,0.247915552650863
"90",0.794176311945164,0.994200597581014,2.14840231610551,1.78879520060246,1.94900490946524,1.1064323246965,0.666621434171641,-0.150304865572696,1.12104704836722,1.26106937693327,1.45576839898246,0.943667839796511,0.720062017030074,0.427595310194888,1.46357667052916
"91",0.804297090482188,0.906922052807007,2.3924751845422,1.3720203117724,1.89720822334213,0.997342885491817,0.542283871179722,-0.0614058568445842,0.876365902821977,1.18818873291694,1.59754593154268,0.854370105119784,0.74761398421138,0.37793751727951,1.44409984306106
"92",-0.107971510655271,0.0864610844523839,0.434214709959681,0.724051464355297,0.502990635877824,0.0513505908835119,-0.217241680613531,-0.509684487686996,-0.067326963110458,0.105003003303635,0.184923112498554,-0.0335299110932371,-0.148470879244433,-0.216441900580209,0.186438106796115
"93",-0.116752238154653,0.0484961658305896,0.36853893636594,0.189897425669785,0.588534010423628,0.022249607508821,-0.428059949068989,-0.497133121035509,-0.129419573185681,0.129520225776109,0.289415242466786,-0.0716504253343436,-0.146741630767943,-0.23382119972572,0.179624862081647
"94",-0.107369085004163,0.177164562354302,0.833548166669253,0.422218873163537,0.234908514623253,0.0913545015386206,-0.386196234332727,-0.525001446061892,-0.0217972128784238,0.125986228661596,0.293498424334533,-0.0568486251312756,-0.126616654251543,-0.250772463230749,0.215345144012885
"95",-0.106666571222003,-0.102392915094519,0.454274816261978,0.652913010377849,0.0364937473253777,0.0961173149644039,0.111759366490345,-0.488912956202676,0.0147216834349631,0.212869071519,0.208648535665758,-0.0224548137218806,-0.180716208294198,-0.210423074128784,0.227906377179898
"96",-0.107092450112551,0.320598582165131,0.49101442421377,0.802386056482431,0.606480005102365,0.0607514125258179,-0.220999905595939,-0.540388640593309,-0.111259838303799,0.179649691699219,0.244720466659632,-0.0268356440885456,-0.161956918116268,-0.207470607518455,0.209092733475636
"97",-0.10515490240581,0.0268092758226104,0.299303502642661,0.374751557039379,0.258425820140363,0.051489403582442,-0.281649390464428,-0.458150986151458,-0.0769654792255255,0.165772278949594,0.168956951265039,-0.0490157990158034,-0.164316479902775,-0.190451772881381,0.206061386247861
"98",-0.0266162520335449,0.110338241709011,0.276278714360758,0.220719717336202,0.678007640741008,0.0648722422818442,-0.237311519513444,-0.457743519419623,0.132399042340712,0.177973910091649,0.45741086921897,-0.0800004102059254,-0.0778523312814632,-0.196162538628293,0.227173318753416
"99",0.0248468941382338,0.0173942740053492,1.21603578921815,0.752344901514138,0.347099569244711,0.227368630573248,0.0935911592126479,-0.312033760631893,0.106892282294676,0.190631621895518,0.55827350542046,-0.0459614079317379,-0.053089859687531,-0.195490461580653,0.0928782132321961
"100",-0.0316666292798552,-0.00749919978051239,0.834171452769761,0.474068645498309,0.77086948866923,0.0595460273404482,-0.101810200453835,-0.528438617129412,0.102328760435483,0.286718899292953,0.435227402007537,-0.0766827192294803,-0.110992327158073,-0.101850443934659,0.323999146145039
"101",-0.0669288533606919,-0.0122306746230527,0.457380552412951,0.0924967344250978,0.527487769203612,0.12526255776271,-0.261102396873881,-0.533926171274962,0.144281107615184,0.203295189024017,0.43296962842221,-0.0952243154785654,-0.166103392164227,-0.302990767475849,0.26163816314783
"102",-0.0114494395074629,0.0573905228178462,0.623484964294287,0.26542128338639,0.282455347049513,0.082846117867168,-0.251811798987655,-0.423926409760927,0.0983470785166847,0.248699296950197,0.554509132420086,-0.0784628519460244,-0.103127667173117,-0.0111876308149355,0.240100486165079
"103",-0.020883012421254,0.00581916444825348,1.74710942010748,0.490700640159597,0.39525797888084,-0.169996138760745,-0.107871468574845,-0.363376681951438,0.283657155614539,0.396549371579314,0.40268933674698,0.134459849797805,-0.203056388561635,-0.390497106470524,0.321387231769209
