GEOID,NAME,variable,estimate,moe,geometry
25025050200,"Census Tract 502, Suffolk County, Massachusetts",B05001_006,2080,729,"list(list(c(-71.040029, -71.039211, -71.035764, -71.035341, -71.034511, -71.032359, -71.030235, -71.02982, -71.029191, -71.03054, -71.031044, -71.031537, -71.033678, -71.034096, -71.036256, -71.035834, -71.03878, -71.039075, -71.039978, -71.039744, -71.039899, -71.040029, 42.37865, 42.378634, 42.379936, 42.379305, 42.378069, 42.378856, 42.379663, 42.379051, 42.378128, 42.377006, 42.37732, 42.377628, 42.376827, 42.37745, 42.376652, 42.376031, 42.374927, 42.374167, 42.374601, 42.375298, 42.37712, 42.37865
)))"
25025050700,"Census Tract 507, Suffolk County, Massachusetts",B05001_006,3271,635,"list(list(c(-71.03878, -71.035834, -71.036256, -71.034096, -71.033678, -71.031537, -71.031044, -71.03054, -71.029191, -71.027727, -71.029083, -71.032102, -71.033536, -71.034449, -71.036984, -71.03878, 42.374927, 42.376031, 42.376652, 42.37745, 42.376827, 42.377628, 42.37732, 42.377006, 42.378128, 42.377211, 42.376099, 42.373495, 42.372623, 42.372711, 42.373958, 42.374927)))"
25025051000,"Census Tract 510, Suffolk County, Massachusetts",B05001_006,1297,661,"list(list(c(-71.022672, -71.020512, -71.018791, -71.017794, -71.017232, -71.016094, -71.013395, -71.011272, -71.01193, -71.010001, -71.011609, -71.012476, -71.013048, -71.008046, -71.010842, -71.010399, -71.010149, -71.013395, -71.011268, -71.013377, -71.013889, -71.014752, -71.015625, -71.016008, -71.016666, -71.017958, -71.019151, -71.019889, -71.021562, -71.022636, -71.022468, -71.021698, -71.022664, -71.022178, -71.022672, 42.386265, 42.387641, 42.389544, 42.390697, 42.392472, 42.395897, 42.397398, 
42.396589, 42.395752, 42.39549, 42.393493, 42.392415, 42.391468, 42.38712, 42.386132, 42.385478, 42.3851, 42.382899, 42.380653, 42.38094, 42.379561, 42.379304, 42.380313, 42.380919, 42.380615, 42.380285, 42.380275, 42.380281, 42.380143, 42.381739, 42.382365, 42.383539, 42.383916, 42.384946, 42.386265)))"
25025051200,"Census Tract 512, Suffolk County, Massachusetts",B05001_006,418,216,"list(list(c(-71.043396, -71.040855, -71.038919, -71.038689, -71.039388, -71.036831, -71.035728, -71.035234, -71.034754, -71.033387, -71.0326, -71.03173, -71.030563, -71.028103, -71.026294, -71.028143, -71.026428, -71.02716, -71.029856, -71.030303, -71.028405, -71.031614, -71.032796, -71.034253, -71.039629, -71.040125, -71.042596, -71.043396, 42.364598, 42.367488, 42.368504, 42.368406, 42.366844, 42.365716, 42.367125, 42.367731, 42.36831, 42.367734, 42.368673, 42.367531, 42.366669, 42.365426, 42.363845, 
42.358379, 42.35726, 42.356075, 42.357659, 42.35941, 42.362204, 42.361215, 42.35926, 42.359277, 42.361777, 42.362115, 42.363798, 42.364598)))"
25025060501,"Census Tract 605.01, Suffolk County, Massachusetts",B05001_006,88,80,"list(list(c(-71.04652, -71.045559, -71.043982, -71.042475, -71.037522, -71.035486, -71.029317, -71.029234, -71.033346, -71.035421, -71.037431, -71.039961, -71.04155, -71.044269, -71.045444, -71.045695, -71.04776, -71.04652, 42.337877, 42.338718, 42.337988, 42.33801, 42.338095, 42.338141, 42.338238, 42.335729, 42.335661, 42.33563, 42.335588, 42.335551, 42.335518, 42.33547, 42.335452, 42.335452, 42.336812, 42.337877)))"
25025061000,"Census Tract 610, Suffolk County, Massachusetts",B05001_006,456,288,"list(list(c(-71.05305, -71.052302, -71.051057, -71.049688, -71.049048, -71.047508, -71.047456, -71.047415, -71.047384, -71.049347, -71.050419, -71.052234, -71.052659, -71.052766, -71.053151, -71.05305, 42.331586, 42.332046, 42.332794, 42.333549, 42.333844, 42.334599, 42.332966, 42.331245, 42.330419, 42.330345, 42.330213, 42.329058, 42.329356, 42.330487, 42.33152, 42.331586)))"
25025070600,"Census Tract 706, Suffolk County, Massachusetts",B05001_006,39,38,"list(list(c(-71.079207, -71.078561, -71.077522, -71.075936, -71.074488, -71.074872, -71.072746, -71.072002, -71.071863, -71.073157, -71.073755, -71.074586, -71.075349, -71.076592, -71.077372, -71.079014, -71.079207, 42.342697, 42.343211, 42.343466, 42.343915, 42.344297, 42.345105, 42.345657, 42.344122, 42.343833, 42.34316, 42.342831, 42.342408, 42.341991, 42.341336, 42.340931, 42.342551, 42.342697)))"
25025071101,"Census Tract 711.01, Suffolk County, Massachusetts",B05001_006,484,236,"list(list(c(-71.076941, -71.075668, -71.074995, -71.074288, -71.072504, -71.070949, -71.070365, -71.068351, -71.069023, -71.069414, -71.068477, -71.067131, -71.072152, -71.07337, -71.074357, -71.075037, -71.077045, -71.075783, -71.077621, -71.076941, 42.336527, 42.337475, 42.337931, 42.338421, 42.339615, 42.338306, 42.338783, 42.337172, 42.33669, 42.336414, 42.335722, 42.335291, 42.332727, 42.33361, 42.332847, 42.33349, 42.333609, 42.334493, 42.336001, 42.336527)))"
25025080100,"Census Tract 801, Suffolk County, Massachusetts",B05001_006,366,154,"list(list(c(-71.0796, -71.078654, -71.07818, -71.077363, -71.076624, -71.075248, -71.07521, -71.07499, -71.077472, -71.076878, -71.074357, -71.07337, -71.072152, -71.067131, -71.065414, -71.064613, -71.062798, -71.063553, -71.066388, -71.066431, -71.067507, -71.069136, -71.071479, -71.07266, -71.071638, -71.073922, -71.074641, -71.075811, -71.076664, -71.077516, -71.078808, -71.0796, 42.324161, 42.324867, 42.325885, 42.326521, 42.327118, 42.325965, 42.327028, 42.329075, 42.330898, 42.331253, 42.332847, 
42.33361, 42.332727, 42.335291, 42.335441, 42.334009, 42.331973, 42.330791, 42.326322, 42.326256, 42.323297, 42.325051, 42.326687, 42.326023, 42.324647, 42.323759, 42.323238, 42.324146, 42.322889, 42.323261, 42.323798, 42.324161)))"
25025081200,"Census Tract 812, Suffolk County, Massachusetts",B05001_006,525,237,"list(list(c(-71.109136, -71.108265, -71.107508, -71.105514, -71.105231, -71.104618, -71.104058, -71.102698, -71.102291, -71.101346, -71.100113, -71.099278, -71.098917, -71.099319, -71.100023, -71.101744, -71.102465, -71.104016, -71.104867, -71.105834, -71.108452, -71.108269, -71.109136, 42.32382, 42.324478, 42.325499, 42.325198, 42.326114, 42.326092, 42.326138, 42.326303, 42.326348, 42.326419, 42.326418, 42.326361, 42.325025, 42.323994, 42.322772, 42.322892, 42.322919, 42.322819, 42.322721, 42.322633, 
42.322389, 42.323184, 42.32382)))"
25025090200,"Census Tract 902, Suffolk County, Massachusetts",B05001_006,330,230,"list(list(c(-71.083078, -71.082804, -71.082668, -71.082012, -71.079585, -71.076076, -71.075233, -71.073912, -71.076782, -71.077264, -71.078425, -71.078534, -71.07894, -71.079561, -71.080563, -71.081634, -71.083254, -71.083078, 42.308772, 42.309331, 42.309535, 42.310256, 42.30988, 42.307568, 42.308273, 42.307681, 42.305189, 42.304745, 42.303227, 42.303388, 42.303937, 42.304622, 42.30544, 42.306343, 42.308469, 42.308772)))"
25025090700,"Census Tract 907, Suffolk County, Massachusetts",B05001_006,260,116,"list(list(c(-71.066431, -71.066388, -71.063553, -71.061061, -71.059288, -71.058241, -71.057749, -71.057845, -71.056915, -71.056868, -71.05685, -71.052904, -71.052456, -71.052124, -71.052166, -71.052746, -71.053854, -71.056724, -71.056726, -71.058717, -71.058834, -71.059596, -71.060846, -71.061481, -71.062131, -71.065383, -71.06594, -71.067507, -71.066431, 42.326256, 42.326322, 42.330791, 42.330308, 42.329973, 42.329734, 42.328376, 42.328139, 42.328035, 42.326867, 42.326289, 42.32287, 42.321466, 42.319836, 
42.318815, 42.319303, 42.318942, 42.318663, 42.31849, 42.318738, 42.3186, 42.318869, 42.319911, 42.3205, 42.320557, 42.321234, 42.321499, 42.323297, 42.326256)))"
25025091700,"Census Tract 917, Suffolk County, Massachusetts",B05001_006,818,345,"list(list(c(-71.070274, -71.068798, -71.068344, -71.067883, -71.067008, -71.066494, -71.066079, -71.064578, -71.063863, -71.064554, -71.063123, -71.061504, -71.061157, -71.060576, -71.062744, -71.063683, -71.063465, -71.067367, -71.068897, -71.071426, -71.070274, 42.303949, 42.304888, 42.305206, 42.305541, 42.306245, 42.306709, 42.30642, 42.304017, 42.304216, 42.305394, 42.305002, 42.30537, 42.304559, 42.303145, 42.302625, 42.302342, 42.301999, 42.301007, 42.301906, 42.303407, 42.303949)))"
25025092000,"Census Tract 920, Suffolk County, Massachusetts",B05001_006,1055,366,"list(list(c(-71.073641, -71.072927, -71.072299, -71.072011, -71.071859, -71.071569, -71.071426, -71.068897, -71.067367, -71.063465, -71.063683, -71.062744, -71.060576, -71.060149, -71.059796, -71.060015, -71.060163, -71.063426, -71.06432, -71.065538, -71.066413, -71.066976, -71.070249, -71.071149, -71.072117, -71.072269, -71.073072, -71.073641, 42.299371, 42.299579, 42.299937, 42.301464, 42.301839, 42.30243, 42.303407, 42.301906, 42.301007, 42.301999, 42.302342, 42.302625, 42.303145, 42.30215, 42.301538, 
42.300759, 42.300302, 42.299588, 42.299205, 42.298313, 42.297022, 42.296875, 42.295996, 42.295728, 42.295513, 42.296675, 42.298586, 42.299371)))"
25025000202,"Census Tract 2.02, Suffolk County, Massachusetts",B05001_006,457,192,"list(list(c(-71.160565, -71.158594, -71.158059, -71.156709, -71.156135, -71.154266, -71.153762, -71.153194, -71.149082, -71.150358, -71.150881, -71.146743, -71.147862, -71.151915, -71.152384, -71.153421, -71.153449, -71.154715, -71.155746, -71.157079, -71.159612, -71.160437, -71.160304, -71.160565, 42.352671, 42.353813, 42.354074, 42.354735, 42.355353, 42.356072, 42.357525, 42.357226, 42.356151, 42.354193, 42.35335, 42.352294, 42.350345, 42.35164, 42.350903, 42.349458, 42.349146, 42.349129, 42.349114, 
42.34909, 42.348891, 42.348916, 42.352141, 42.352671)))"
25025000502,"Census Tract 5.02, Suffolk County, Massachusetts",B05001_006,586,271,"list(list(c(-71.168936, -71.16674, -71.166699, -71.166126, -71.164579, -71.159758, -71.157878, -71.157528, -71.155288, -71.154734, -71.153778, -71.151382, -71.152587, -71.152741, -71.153365, -71.153192, -71.152262, -71.150658, -71.149839, -71.150309, -71.148701, -71.147266, -71.148482, -71.148295, -71.150104, -71.149853, -71.156262, -71.157036, -71.160917, -71.162732, -71.167565, -71.168886, -71.168936, 42.338449, 42.339854, 42.340009, 42.340088, 42.340218, 42.340058, 42.33973, 42.339782, 42.340337, 
42.341206, 42.340855, 42.340423, 42.338896, 42.338646, 42.338185, 42.338037, 42.337185, 42.337495, 42.337665, 42.336842, 42.337267, 42.337201, 42.336253, 42.335807, 42.335282, 42.334635, 42.330847, 42.33039, 42.333639, 42.333961, 42.333441, 42.335826, 42.338449)))"
25025180200,"Census Tract 1802, Suffolk County, Massachusetts",B05001_006,113,114,"list(list(c(-70.994648, -70.994634, -70.994239, -70.988281, -70.986955, -70.984273, -70.98342, -70.982344, -70.981384, -70.9791, -70.980306, -70.979904, -70.981084, -70.98262, -70.984189, -70.984533, -70.98572, -70.985875, -70.987524, -70.988913, -70.989802, -70.992163, -70.993811, -70.997994, -70.994648, 42.38115, 42.382711, 42.384647, 42.387107, 42.385391, 42.385383, 42.384835, 42.381605, 42.380991, 42.379477, 42.37786, 42.375778, 42.375247, 42.374601, 42.373794, 42.372654, 42.372789, 42.37363, 
42.375917, 42.375341, 42.376764, 42.377043, 42.377122, 42.378197, 42.38115)))"
25025051101,"Census Tract 511.01, Suffolk County, Massachusetts",B05001_006,1852,592,"list(list(c(-71.013395, -71.010149, -71.010399, -71.010842, -71.008046, -71.013048, -71.012476, -71.011609, -71.008579, -71.005972, -71.004015, -70.998723, -70.998233, -70.995086, -70.995047, -70.994454, -70.996729, -70.995347, -70.999388, -71.001105, -70.995808, -71.000018, -71.00076, -70.994634, -70.994648, -70.997994, -70.999326, -71.000206, -71.002914, -71.011268, -71.013395, 42.382899, 42.3851, 42.385478, 42.386132, 42.38712, 42.391468, 42.392415, 42.393493, 42.393387, 42.392821, 42.392589, 
42.390881, 42.390266, 42.393511, 42.393566, 42.393316, 42.390291, 42.389362, 42.388331, 42.386965, 42.384498, 42.385629, 42.384512, 42.382711, 42.38115, 42.378197, 42.377738, 42.377754, 42.378534, 42.380653, 42.382899)))"
25025981600,"Census Tract 9816, Suffolk County, Massachusetts",B05001_006,0,13,"list(list(c(-70.999388, -70.995347, -70.996729, -70.994454, -70.989771, -70.987974, -70.987289, -70.986053, -70.986621, -70.988281, -70.994239, -70.994634, -71.00076, -71.000018, -70.995808, -71.001105, -70.999388, 42.388331, 42.389362, 42.390291, 42.393316, 42.39324, 42.392817, 42.388734, 42.388116, 42.387138, 42.387107, 42.384647, 42.382711, 42.384512, 42.385629, 42.384498, 42.386965, 42.388331)))"
25025010702,"Census Tract 107.02, Suffolk County, Massachusetts",B05001_006,245,123,"list(list(c(-71.080862, -71.076583, -71.074401, -71.072055, -71.071079, -71.070655, -71.070455, -71.072822, -71.072659, -71.076683, -71.077368, -71.079508, -71.07986, -71.080296, -71.080862, 42.352267, 42.353425, 42.354022, 42.354655, 42.352673, 42.351854, 42.351417, 42.350755, 42.35041, 42.349395, 42.350075, 42.349508, 42.350304, 42.351121, 42.352267)))"
25025030200,"Census Tract 302, Suffolk County, Massachusetts",B05001_006,103,81,"list(list(c(-71.058525, -71.057404, -71.05675, -71.056352, -71.05595, -71.055441, -71.055835, -71.056381, -71.05721, -71.058296, -71.058433, -71.058381, -71.058525, 42.366952, 42.365308, 42.3654, 42.365723, 42.365508, 42.365176, 42.363613, 42.362884, 42.363402, 42.364472, 42.364641, 42.365266, 42.366952)))"
25025140105,"Census Tract 1401.05, Suffolk County, Massachusetts",B05001_006,156,79,"list(list(c(-71.131766, -71.131121, -71.130859, -71.129434, -71.128245, -71.125794, -71.124914, -71.124798, -71.123587, -71.121776, -71.120607, -71.11827, -71.117999, -71.11788, -71.118957, -71.122036, -71.12331, -71.123565, -71.12613, -71.127334, -71.128076, -71.128654, -71.129199, -71.129785, -71.130041, -71.130441, -71.130049, -71.131552, -71.131617, -71.132547, -71.131766, 42.272631, 42.273047, 42.272867, 42.27346, 42.274245, 42.273468, 42.272699, 42.272585, 42.271416, 42.270676, 42.270284, 42.266595, 
42.26458, 42.264024, 42.261923, 42.262921, 42.263508, 42.262206, 42.263534, 42.264503, 42.265032, 42.264882, 42.265398, 42.265681, 42.265945, 42.266574, 42.266746, 42.268549, 42.268649, 42.2699, 42.272631)))"
25025110201,"Census Tract 1102.01, Suffolk County, Massachusetts",B05001_006,423,260,"list(list(c(-71.119712, -71.119549, -71.118817, -71.118909, -71.112232, -71.113431, -71.115342, -71.116632, -71.115848, -71.117207, -71.118522, -71.119176, -71.119993, -71.119712, 42.280288, 42.285511, 42.285501, 42.28496, 42.280214, 42.279941, 42.278039, 42.279001, 42.277642, 42.275871, 42.27642, 42.278637, 42.278819, 42.280288)))"
25025080300,"Census Tract 803, Suffolk County, Massachusetts",B05001_006,115,108,"list(list(c(-71.083448, -71.081521, -71.080891, -71.079264, -71.078675, -71.077472, -71.07499, -71.07521, -71.075248, -71.076624, -71.077363, -71.07818, -71.078654, -71.0796, -71.081605, -71.083308, -71.08327, -71.08311, -71.083448, 42.32865, 42.328486, 42.328497, 42.328514, 42.330135, 42.330898, 42.329075, 42.327028, 42.325965, 42.327118, 42.326521, 42.325885, 42.324867, 42.324161, 42.325549, 42.325959, 42.326127, 42.32812, 42.32865)))"
25025981700,"Census Tract 9817, Suffolk County, Massachusetts",B05001_006,0,13,"list(list(c(-71.072564, -71.071296, -71.069406, -71.067642, -71.06499, -71.063169, -71.062257, -71.063308, -71.064235, -71.064562, -71.067533, -71.070655, -71.071079, -71.072055, -71.072564, 42.355439, 42.355771, 42.356216, 42.356603, 42.357195, 42.357748, 42.356268, 42.355209, 42.353394, 42.352383, 42.352513, 42.351854, 42.352673, 42.354655, 42.355439)))"
25025170302,"Census Tract 1703.02, Suffolk County, Massachusetts",B05001_006,1002,360,"list(list(c(-71.025836, -71.019885, -71.018757, -71.01461, -71.01324, -71.011924, -71.009671, -71.012269, -71.010504, -71.010835, -71.00592, -71.00215, -71.000424, -70.999857, -70.997347, -70.997234, -70.99924, -71.003725, -71.005678, -71.008935, -71.010812, -71.013617, -71.015124, -71.017045, -71.018608, -71.020148, -71.024088, -71.023036, -71.023002, -71.021581, -71.021348, -71.021005, -71.020377, -71.024996, -71.025836, 42.444709, 42.449256, 42.450118, 42.445289, 42.443708, 42.442164, 42.441047, 
42.439724, 42.438423, 42.434682, 42.433044, 42.432608, 42.43156, 42.431296, 42.431066, 42.431051, 42.428347, 42.422308, 42.423152, 42.425912, 42.42451, 42.42682, 42.428056, 42.42882, 42.428809, 42.430505, 42.431582, 42.43346, 42.433521, 42.436072, 42.436505, 42.437117, 42.43825, 42.443715, 42.444709)))"
25025000505,"Census Tract 5.05, Suffolk County, Massachusetts",B05001_006,224,121,"list(list(c(-71.144619, -71.141518, -71.141918, -71.143109, -71.142306, -71.141698, -71.139804, -71.138246, -71.137824, -71.138809, -71.139977, -71.14071, -71.141298, -71.141754, -71.144619, 42.340636, 42.342952, 42.343189, 42.343878, 42.345073, 42.34602, 42.345093, 42.344126, 42.343876, 42.343087, 42.34214, 42.341552, 42.34107, 42.340396, 42.340636)))"
25025170503,"Census Tract 1705.03, Suffolk County, Massachusetts",B05001_006,62,45,"list(list(c(-70.993495, -70.990699, -70.987938, -70.98601, -70.984828, -70.9837042442038, -70.9868150009499, -70.988612, -70.991149, -70.993495, 42.418615, 42.422302, 42.426036, 42.425365, 42.424143, 42.4228928547472, 42.4180612538438, 42.418754, 42.418685, 42.418615)))"
25025070302,"Census Tract 703.02, Suffolk County, Massachusetts",B05001_006,278,153,"list(list(c(-71.072822, -71.070455, -71.070655, -71.067533, -71.066868, -71.066613, -71.068193, -71.069111, -71.072692, -71.072, -71.072659, -71.072822, 42.350755, 42.351417, 42.351854, 42.352513, 42.350962, 42.348761, 42.347866, 42.347945, 42.347931, 42.349022, 42.35041, 42.350755)))"
25025000603,"Census Tract 6.03, Suffolk County, Massachusetts",B05001_006,472,309,"list(list(c(-71.149943, -71.147079, -71.141654, -71.140366, -71.141522, -71.141698, -71.142306, -71.143109, -71.144543, -71.14556, -71.146238, -71.147741, -71.149047, -71.149755, -71.149943, 42.349036, 42.350165, 42.349273, 42.348686, 42.346291, 42.34602, 42.345073, 42.343878, 42.344623, 42.345413, 42.346106, 42.346747, 42.347457, 42.348185, 42.349036)))"
25025110104,"Census Tract 1101.04, Suffolk County, Massachusetts",B05001_006,455,150,"list(list(c(-71.12618, -71.124217, -71.123077, -71.122172, -71.121294, -71.12016, -71.115434, -71.115436, -71.116735, -71.117013, -71.118415, -71.11882, -71.119171, -71.119259, -71.119565, -71.120853, -71.122463, -71.123595, -71.125814, -71.125965, -71.127139, -71.12618, 42.290089, 42.292581, 42.293735, 42.294556, 42.295199, 42.295952, 42.298903, 42.298206, 42.296236, 42.295828, 42.293409, 42.292527, 42.291205, 42.290486, 42.290525, 42.291179, 42.291749, 42.290712, 42.288615, 42.288482, 42.289161, 
42.290089)))"
25025070901,"Census Tract 709.01, Suffolk County, Massachusetts",B05001_006,160,132,"list(list(c(-71.080349, -71.076941, -71.077621, -71.079266, -71.081969, -71.080349, 42.339363, 42.336527, 42.336001, 42.336538, 42.338416, 42.339363)))"
25025981300,"Census Tract 9813, Suffolk County, Massachusetts",B05001_006,0,13,"list(list(c(-71.0326, -71.031658, -71.031204, -71.030005, -71.028783, -71.028088, -71.02763, -71.027493, -71.027128, -71.027027, -71.027058, -71.027511, -71.029288, -71.029938, -71.029896, -71.031496, -71.032102, -71.029083, -71.027727, -71.025128, -71.022658, -71.021562, -71.019889, -71.019151, -71.017958, -71.016666, -71.016008, -71.015625, -71.014752, -71.013889, -71.013377, -71.011268, -71.002914, -71.000206, -70.999326, -70.997994, -70.993811, -70.996192, -70.9978531307301, -71.00024, -71.0016648216813, 
-71.002822, -71.0016199959101, -70.9987486611915, -70.997719, -70.988035, -70.9869548729396, -70.9858852713334, -70.985317, -70.9857395963913, -70.98955, -70.9910099599738, -70.994337, -70.997335976056, -70.999476, -71.002657, -71.002661336276, -71.004881, -71.0048849335036, -71.004957, -71.006138287922, -71.008538, -71.016578, -71.018251, -71.023468, -71.02716, -71.026428, -71.028143, -71.026294, -71.028103, -71.030563, -71.03173, -71.0326, 42.368673, 42.369868, 42.370181, 42.369417, 42.36941, 42.36912, 
42.369568, 42.369626, 42.3699, 42.370104, 42.370325, 42.370982, 42.372504, 42.373266, 42.373758, 42.373904, 42.373495, 42.376099, 42.377211, 42.379753, 42.379756, 42.380143, 42.380281, 42.380275, 42.380285, 42.380615, 42.380919, 42.380313, 42.379304, 42.379561, 42.38094, 42.380653, 42.378534, 42.377754, 42.377738, 42.378197, 42.377122, 42.376202, 42.3726342679425, 42.372418, 42.3688460128801, 42.365945, 42.3646770423249, 42.3616481583762, 42.360562, 42.36188, 42.3604636744506, 42.3590611504902, 42.358316, 
42.3579345351261, 42.354495, 42.3543162791843, 42.353909, 42.3547429242623, 42.355338, 42.354759, 42.3547445111822, 42.3473279391304, 42.3473147960979, 42.347074, 42.3452474003141, 42.345196, 42.350386, 42.351841, 42.353999, 42.356075, 42.35726, 42.358379, 42.363845, 42.365426, 42.366669, 42.367531, 42.368673)))"
25025140107,"Census Tract 1401.07, Suffolk County, Massachusetts",B05001_006,447,372,"list(list(c(-71.132354, -71.128928, -71.130756, -71.133615, -71.131509, -71.128195, -71.126922, -71.127334, -71.12613, -71.123565, -71.124708, -71.125307, -71.125592, -71.126018, -71.127157, -71.128219, -71.130115, -71.130589, -71.130958, -71.132195, -71.133965, -71.132354, 42.25604, 42.258084, 42.258303, 42.261021, 42.262221, 42.260509, 42.261867, 42.264503, 42.263534, 42.262206, 42.257227, 42.255653, 42.255613, 42.254666, 42.253834, 42.252341, 42.251171, 42.251776, 42.252223, 42.253683, 42.254313, 
42.25604)))"
25025110501,"Census Tract 1105.01, Suffolk County, Massachusetts",B05001_006,203,121,"list(list(c(-71.147775, -71.145173, -71.140547, -71.139632, -71.13933, -71.137424, -71.137615, -71.137475, -71.137227, -71.136998, -71.138649, -71.140269, -71.140653, -71.140928, -71.14381, -71.143956, -71.145519, -71.147025, -71.147662, -71.147775, 42.285995, 42.286038, 42.286135, 42.286158, 42.286166, 42.286251, 42.285847, 42.28366, 42.280696, 42.278323, 42.276901, 42.275474, 42.275179, 42.276916, 42.28037, 42.280502, 42.281804, 42.283278, 42.285043, 42.285995)))"
25025110502,"Census Tract 1105.02, Suffolk County, Massachusetts",B05001_006,447,169,"list(list(c(-71.137615, -71.137424, -71.127659, -71.127045, -71.128128, -71.126098, -71.125127, -71.126787, -71.127942, -71.127577, -71.129082, -71.129751, -71.132758, -71.134785, -71.136998, -71.137227, -71.137475, -71.137615, 42.285847, 42.286251, 42.287057, 42.28746, 42.286448, 42.285175, 42.28449, 42.283069, 42.282665, 42.282215, 42.280968, 42.281455, 42.2786, 42.276898, 42.278323, 42.280696, 42.28366, 42.285847)))"
25025120105,"Census Tract 1201.05, Suffolk County, Massachusetts",B05001_006,156,162,"list(list(c(-71.140135, -71.136502, -71.134359, -71.131863, -71.130642, -71.129637, -71.127177, -71.124269, -71.123367, -71.121528, -71.120112, -71.119539, -71.119515, -71.120518, -71.123835, -71.125847, -71.124431, -71.123485, -71.122244, -71.121905, -71.121612, -71.120727, -71.121463, -71.121671, -71.120783, -71.122084, -71.123084, -71.124672, -71.124992, -71.125399, -71.125816, -71.12625, -71.127925, -71.134052, -71.137103, -71.139556, -71.140135, 42.302147, 42.306204, 42.309252, 42.313178, 42.31453, 
42.315725, 42.318607, 42.321856, 42.322571, 42.323882, 42.322835, 42.322745, 42.322055, 42.321466, 42.319375, 42.318692, 42.317297, 42.314816, 42.313334, 42.312907, 42.309798, 42.309009, 42.308685, 42.308656, 42.308359, 42.306534, 42.305163, 42.305194, 42.303489, 42.302878, 42.302322, 42.301799, 42.300157, 42.3017, 42.301185, 42.301891, 42.302147)))"
25025981501,"Census Tract 9815.01, Suffolk County, Massachusetts",B05001_006,0,13,"list(list(c(-71.167625, -71.163888, -71.161508, -71.159746, -71.154475, -71.148332, -71.14717, -71.144492, -71.143667, -71.139892, -71.136303, -71.131971, -71.133101, -71.130997, -71.128203, -71.123204, -71.12248, -71.118444, -71.11723, -71.116921, -71.116936, -71.116704, -71.116597, -71.116681, -71.117165, -71.116902, -71.113196, -71.110589, -71.110358, -71.104316, -71.103032, -71.09789, -71.094025, -71.093002, -71.091235, -71.087511, -71.085175, -71.083398, -71.079361, -71.077334, -71.076403, -71.07571, 
-71.075657, -71.074792, -71.071537, -71.070218, -71.068497, -71.072355, -71.072123, -71.072307, -71.072528, -71.073464, -71.075219, -71.077357, -71.077575, -71.079464, -71.081595, -71.08171, -71.085915, -71.089862, -71.091256, -71.093191, -71.094992, -71.098182, -71.100244, -71.103268, -71.110732, -71.111472, -71.114119, -71.118126, -71.118419, -71.117648, -71.118027, -71.118082, -71.118584, -71.121961, -71.125308, -71.127749, -71.129953, -71.13134, -71.135452, -71.139551, -71.144514, -71.146171, 
-71.147927, -71.153994, -71.160899, -71.161769, -71.162894, -71.169474, -71.167625, 42.360073, 42.358523, 42.358972, 42.359781, 42.360036, 42.361119, 42.361754, 42.364822, 42.365081, 42.36444, 42.366912, 42.369334, 42.372701, 42.373892, 42.373572, 42.368938, 42.368762, 42.368616, 42.367367, 42.364246, 42.363677, 42.361255, 42.359185, 42.358736, 42.356997, 42.355497, 42.35311, 42.352616, 42.352586, 42.352403, 42.352514, 42.35312, 42.353723, 42.353894, 42.354338, 42.355557, 42.356333, 42.356925, 42.358267, 
42.359084, 42.359956, 42.361463, 42.361613, 42.363773, 42.36711, 42.366148, 42.366506, 42.361207, 42.359465, 42.358799, 42.357941, 42.356121, 42.355507, 42.354938, 42.354876, 42.354275, 42.353704, 42.353673, 42.352526, 42.351576, 42.351238, 42.35098, 42.35057, 42.350735, 42.35087, 42.351075, 42.351819, 42.351878, 42.35239, 42.355092, 42.356539, 42.360915, 42.363439, 42.365708, 42.367159, 42.36781, 42.368858, 42.372519, 42.372684, 42.367419, 42.364849, 42.363698, 42.362933, 42.361657, 42.360645, 42.359316, 
42.358625, 42.35818, 42.357953, 42.358047, 42.360073)))"
25025010500,"Census Tract 105, Suffolk County, Massachusetts",B05001_006,1081,443,"list(list(c(-71.087758, -71.085602, -71.085476, -71.084406, -71.082757, -71.081821, -71.080911, -71.080082, -71.080365, -71.08205, -71.082648, -71.083151, -71.084096, -71.084958, -71.085796, -71.086356, -71.086547, -71.086596, -71.086831, -71.087455, -71.087588, -71.087758, 42.3473, 42.347884, 42.347571, 42.346039, 42.345856, 42.345413, 42.344787, 42.344219, 42.344025, 42.342676, 42.342066, 42.341622, 42.342192, 42.34277, 42.343332, 42.34445, 42.344861, 42.344951, 42.345424, 42.346635, 42.346922, 
42.3473)))"
25025020101,"Census Tract 201.01, Suffolk County, Massachusetts",B05001_006,277,127,"list(list(c(-71.073464, -71.072528, -71.072307, -71.072123, -71.070786, -71.070132, -71.068629, -71.067689, -71.066823, -71.066306, -71.065048, -71.065069, -71.065075, -71.065081, -71.06499, -71.067642, -71.069406, -71.071296, -71.072564, -71.073302, -71.073464, 42.356121, 42.357941, 42.358799, 42.359465, 42.359467, 42.35949, 42.359568, 42.359309, 42.359352, 42.359355, 42.359368, 42.358856, 42.358632, 42.358381, 42.357195, 42.356603, 42.356216, 42.355771, 42.355439, 42.355812, 42.356121)))"
