GEOID,NAME,variable,estimate,moe,geometry
25025160200,"Census Tract 1602, Suffolk County, Massachusetts",B05001_006,1866,516,"list(list(c(-71.038969, -71.039229, -71.037592, -71.035969, -71.034103, -71.032723, -71.03295, -71.033255, -71.032634, -71.032884, -71.033538, -71.03373, -71.033927, -71.034563, -71.035188, -71.037482, -71.03873, -71.039818, -71.038969, 42.389453, 42.389906, 42.390798, 42.391723, 42.392763, 42.393547, 42.393099, 42.392465, 42.391592, 42.391114, 42.389885, 42.389273, 42.388653, 42.386723, 42.386822, 42.387831, 42.387893, 42.388268, 42.389453)))"
25025060800,"Census Tract 608, Suffolk County, Massachusetts",B05001_006,64,65,"list(list(c(-71.057112, -71.055375, -71.05389, -71.052405, -71.05084, -71.04776, -71.045695, -71.046763, -71.047508, -71.049048, -71.049688, -71.051057, -71.052302, -71.05305, -71.053151, -71.055308, -71.056204, -71.056733, -71.057112, 42.338333, 42.337224, 42.33624, 42.337488, 42.338795, 42.336812, 42.335452, 42.334959, 42.334599, 42.333844, 42.333549, 42.332794, 42.332046, 42.331586, 42.33152, 42.335047, 42.33651, 42.337375, 42.338333)))"
25025000402,"Census Tract 4.02, Suffolk County, Massachusetts",B05001_006,573,284,"list(list(c(-71.165999, -71.162118, -71.161311, -71.160437, -71.159612, -71.157079, -71.155746, -71.154715, -71.153449, -71.153949, -71.153786, -71.153067, -71.153072, -71.153274, -71.153462, -71.154734, -71.155288, -71.157528, -71.157878, -71.159758, -71.164579, -71.166126, -71.165999, 42.341593, 42.346373, 42.347576, 42.348916, 42.348891, 42.34909, 42.349114, 42.349129, 42.349146, 42.347547, 42.347256, 42.346154, 42.345106, 42.34465, 42.343183, 42.341206, 42.340337, 42.339782, 42.33973, 42.340058, 
42.340218, 42.340088, 42.341593)))"
25025070902,"Census Tract 709.02, Suffolk County, Massachusetts",B05001_006,91,61,"list(list(c(-71.079637, -71.078827, -71.077372, -71.075269, -71.074995, -71.075668, -71.076941, -71.080349, -71.079637, 42.33975, 42.340115, 42.340931, 42.339211, 42.337931, 42.337475, 42.336527, 42.339363, 42.33975)))"
25025060601,"Census Tract 606.01, Suffolk County, Massachusetts",B05001_006,68,75,"list(list(c(-71.052377, -71.050159, -71.048603, -71.047072, -71.045559, -71.04652, -71.04776, -71.05084, -71.052377, 42.339803, 42.341693, 42.340684, 42.339701, 42.338718, 42.337877, 42.336812, 42.338795, 42.339803)))"
25025981000,"Census Tract 9810, Suffolk County, Massachusetts",B05001_006,0,13,"list(list(c(-71.130442, -71.129326, -71.130068, -71.128948, -71.127925, -71.12625, -71.125816, -71.125399, -71.124992, -71.124672, -71.123084, -71.122084, -71.120783, -71.121671, -71.121463, -71.12025, -71.119566, -71.120069, -71.120076, -71.119411, -71.118796, -71.11716, -71.120197, -71.120108, -71.114915, -71.115434, -71.12016, -71.121294, -71.122172, -71.123077, -71.124217, -71.12618, -71.127847, -71.130463, -71.130442, 42.294873, 42.296497, 42.298184, 42.299156, 42.300157, 42.301799, 42.302322, 
42.302878, 42.303489, 42.305194, 42.305163, 42.306534, 42.308359, 42.308656, 42.308685, 42.308347, 42.306432, 42.305194, 42.304862, 42.303514, 42.302996, 42.302397, 42.300947, 42.299735, 42.300099, 42.298903, 42.295952, 42.295199, 42.294556, 42.293735, 42.292581, 42.290089, 42.291, 42.293156, 42.294873)))"
25025010404,"Census Tract 104.04, Suffolk County, Massachusetts",B05001_006,1120,248,"list(list(c(-71.091188, -71.090458, -71.090331, -71.090204, -71.089965, -71.086805, -71.085796, -71.084958, -71.086614, -71.09066, -71.091026, -71.09181, -71.091188, 42.340949, 42.342161, 42.342605, 42.343189, 42.34392, 42.343436, 42.343332, 42.34277, 42.341474, 42.339766, 42.339608, 42.339871, 42.340949)))"
25025010204,"Census Tract 102.04, Suffolk County, Massachusetts",B05001_006,739,180,"list(list(c(-71.106894, -71.106854, -71.101143, -71.099802, -71.098115, -71.098955, -71.100982, -71.102519, -71.104307, -71.104344, -71.105516, -71.10674, -71.107213, -71.106894, 42.348588, 42.348759, 42.347758, 42.347651, 42.347637, 42.346815, 42.344881, 42.343375, 42.344082, 42.344169, 42.343812, 42.34604, 42.347049, 42.348588)))"
25025020200,"Census Tract 202, Suffolk County, Massachusetts",B05001_006,356,168,"list(list(c(-71.072355, -71.070035, -71.068752, -71.066911, -71.066377, -71.065161, -71.065048, -71.066306, -71.066823, -71.067689, -71.068629, -71.070132, -71.070786, -71.072123, -71.072355, 42.361207, 42.361009, 42.36108, 42.361141, 42.361163, 42.361201, 42.359368, 42.359355, 42.359352, 42.359309, 42.359568, 42.35949, 42.359467, 42.359465, 42.361207)))"
25025110403,"Census Tract 1104.03, Suffolk County, Massachusetts",B05001_006,349,231,"list(list(c(-71.134785, -71.132758, -71.129751, -71.129082, -71.127577, -71.127942, -71.126787, -71.125127, -71.124041, -71.122433, -71.120675, -71.119712, -71.119993, -71.120378, -71.120303, -71.121435, -71.121237, -71.124914, -71.125794, -71.128245, -71.129434, -71.130859, -71.131121, -71.132703, -71.131642, -71.134626, -71.134785, 42.276898, 42.2786, 42.281455, 42.280968, 42.282215, 42.282665, 42.283069, 42.28449, 42.282998, 42.281826, 42.280696, 42.280288, 42.278819, 42.278776, 42.27842, 42.274639, 
42.274097, 42.272699, 42.273468, 42.274245, 42.27346, 42.272867, 42.273047, 42.274037, 42.274908, 42.276784, 42.276898)))"
25025100200,"Census Tract 1002, Suffolk County, Massachusetts",B05001_006,428,196,"list(list(c(-71.091569, -71.09127, -71.091147, -71.091106, -71.086545, -71.085991, -71.085775, -71.083295, -71.081252, -71.079187, -71.080009, -71.080555, -71.082052, -71.082796, -71.083818, -71.085463, -71.085504, -71.086302, -71.087048, -71.0889212066148, -71.089108, -71.089298, -71.091382, -71.091569, 42.284214, 42.285026, 42.28543, 42.285564, 42.286611, 42.28673, 42.286774, 42.28733, 42.287794, 42.288137, 42.28712, 42.286623, 42.285272, 42.284533, 42.283238, 42.281045, 42.280991, 42.281167, 42.281565, 
42.2829917287275, 42.283134, 42.283573, 42.284237, 42.284214)))"
25025070104,"Census Tract 701.04, Suffolk County, Massachusetts",B05001_006,527,229,"list(list(c(-71.062516, -71.061697, -71.061212, -71.06048, -71.059162, -71.058737, -71.05771, -71.057191, -71.055539, -71.054848, -71.054265, -71.053765, -71.053518, -71.053192, -71.052158, -71.051582, -71.050784, -71.05106, -71.049595, -71.050039, -71.052188, -71.054788, -71.056172, -71.05647, -71.058143, -71.05964, -71.060609, -71.061293, -71.061716, -71.060911, -71.060705, -71.060213, -71.058789, -71.057485, -71.057722, -71.059401, -71.059508, -71.058009, -71.059828, -71.061051, -71.062575, -71.062516, 
42.35328, 42.354364, 42.354823, 42.355499, 42.356626, 42.356988, 42.356777, 42.356822, 42.356971, 42.35735, 42.357737, 42.358183, 42.358356, 42.358496, 42.358666, 42.358762, 42.357032, 42.355131, 42.354497, 42.353855, 42.351121, 42.346871, 42.346264, 42.346111, 42.345647, 42.34486, 42.343718, 42.343871, 42.343964, 42.345709, 42.346253, 42.346195, 42.346157, 42.347658, 42.348182, 42.348769, 42.351149, 42.35235, 42.352548, 42.352516, 42.352399, 42.35328)))"
25025081101,"Census Tract 811.01, Suffolk County, Massachusetts",B05001_006,144,102,"list(list(c(-71.11466, -71.112828, -71.112284, -71.113147, -71.113016, -71.112298, -71.112096, -71.111297, -71.110832, -71.1109, -71.112259, -71.112258, -71.112202, -71.114098, -71.115078, -71.11466, 42.324394, 42.325876, 42.329808, 42.331319, 42.331932, 42.332003, 42.33194, 42.330066, 42.329073, 42.327661, 42.324552, 42.323906, 42.323125, 42.323307, 42.323573, 42.324394)))"
25025081102,"Census Tract 811.02, Suffolk County, Massachusetts",B05001_006,649,377,"list(list(c(-71.112298, -71.110239, -71.109591, -71.109586, -71.109561, -71.108901, -71.108501, -71.106264, -71.101164, -71.099368, -71.100113, -71.101346, -71.102291, -71.102698, -71.104058, -71.104618, -71.105231, -71.106544, -71.107181, -71.108333, -71.110832, -71.111297, -71.112096, -71.112298, 42.332003, 42.333044, 42.333199, 42.333074, 42.330967, 42.330715, 42.330597, 42.330616, 42.329263, 42.327995, 42.326418, 42.326419, 42.326348, 42.326303, 42.326138, 42.326092, 42.326114, 42.32651, 42.326898, 
42.327318, 42.329073, 42.330066, 42.33194, 42.332003)))"
25025070502,"Census Tract 705.02, Suffolk County, Massachusetts",B05001_006,533,337,"list(list(c(-71.076592, -71.075349, -71.074586, -71.073755, -71.073157, -71.071863, -71.071584, -71.069897, -71.071414, -71.071605, -71.072075, -71.071826, -71.072504, -71.074288, -71.074995, -71.075269, -71.077372, -71.076592, 42.341336, 42.341991, 42.342408, 42.342831, 42.34316, 42.343833, 42.343976, 42.342552, 42.341661, 42.341549, 42.341286, 42.340056, 42.339615, 42.338421, 42.337931, 42.339211, 42.340931, 42.341336)))"
25025040200,"Census Tract 402, Suffolk County, Massachusetts",B05001_006,153,75,"list(list(c(-71.05989, -71.059078, -71.058742, -71.056459, -71.056286, -71.055912, -71.054154, -71.052941, -71.055231, -71.055835, -71.057294, -71.0578, -71.058033, -71.059326, -71.060008, -71.059718, -71.060492, -71.05989, 42.378061, 42.377795, 42.377667, 42.376924, 42.37741, 42.379115, 42.379039, 42.378428, 42.376225, 42.375634, 42.374598, 42.374197, 42.374405, 42.37583, 42.376072, 42.376649, 42.376923, 42.378061)))"
25025060101,"Census Tract 601.01, Suffolk County, Massachusetts",B05001_006,78,51,"list(list(c(-71.031283, -71.029212, -71.029234, -71.029317, -71.027255, -71.025133, -71.025071, -71.025026, -71.025009, -71.027084, -71.029103, -71.031143, -71.031191, -71.031226, -71.031254, -71.031283, 42.334832, 42.334861, 42.335729, 42.338238, 42.338271, 42.33831, 42.335802, 42.334095, 42.333281, 42.332409, 42.331626, 42.330653, 42.33236, 42.333186, 42.334002, 42.334832)))"
25025000302,"Census Tract 3.02, Suffolk County, Massachusetts",B05001_006,616,221,"list(list(c(-71.174798, -71.169702, -71.168111, -71.167605, -71.165392, -71.163333, -71.163093, -71.162138, -71.160437, -71.161311, -71.162118, -71.165999, -71.166126, -71.166699, -71.170003, -71.171898, -71.174265, -71.174798, 42.350265, 42.349411, 42.350663, 42.350604, 42.350272, 42.349115, 42.349041, 42.348989, 42.348916, 42.347576, 42.346373, 42.341593, 42.340088, 42.340009, 42.344252, 42.346655, 42.349584, 42.350265)))"
25025120301,"Census Tract 1203.01, Suffolk County, Massachusetts",B05001_006,608,262,"list(list(c(-71.106293, -71.105377, -71.104475, -71.102944, -71.10125, -71.098451, -71.099481, -71.099416, -71.099191, -71.096248, -71.097638, -71.097848, -71.097926, -71.100716, -71.10269, -71.10245, -71.104558, -71.107345, -71.106293, 42.312329, 42.314644, 42.317022, 42.319298, 42.31825, 42.315644, 42.314606, 42.31455, 42.314356, 42.312492, 42.311685, 42.311067, 42.310036, 42.306566, 42.305966, 42.308878, 42.309435, 42.310622, 42.312329)))"
25025090901,"Census Tract 909.01, Suffolk County, Massachusetts",B05001_006,1227,286,"list(list(c(-71.050604, -71.050283, -71.050244, -71.048956, -71.047841, -71.046227, -71.045414, -71.044716, -71.043160779404, -71.044185, -71.0394672847247, -71.033252, -71.0329242353905, -71.032777, -71.037293, -71.0401595786891, -71.041589, -71.0467, -71.047615, -71.050925, -71.050604, 42.320758, 42.321864, 42.322017, 42.323429, 42.322592, 42.323285, 42.323798, 42.323753, 42.3231316394842, 42.322611, 42.3201841793004, 42.316987, 42.3145615418899, 42.313472, 42.310132, 42.3097749609512, 42.311256, 
42.313016, 42.314504, 42.320876, 42.320758)))"
25025170101,"Census Tract 1701.01, Suffolk County, Massachusetts",B05001_006,674,290,"list(list(c(-71.031355, -71.0304, -71.028653, -71.028277, -71.024127, -71.023283, -71.019213, -71.014532, -71.013549, -71.013674, -71.014192, -71.014545, -71.018126, -71.0207, -71.021634, -71.023928, -71.026468, -71.02669, -71.026898, -71.029013, -71.030474, -71.031355, 42.412512, 42.412701, 42.413017, 42.412908, 42.411762, 42.411539, 42.410408, 42.409133, 42.408154, 42.407936, 42.407046, 42.406491, 42.403378, 42.403498, 42.405194, 42.405361, 42.406124, 42.406316, 42.407332, 42.410319, 42.411692, 
42.412512)))"
25025000506,"Census Tract 5.06, Suffolk County, Massachusetts",B05001_006,549,235,"list(list(c(-71.149839, -71.148847, -71.147571, -71.146311, -71.145923, -71.144074, -71.143587, -71.143109, -71.141918, -71.141518, -71.144619, -71.141754, -71.144212, -71.144779, -71.146215, -71.146259, -71.146156, -71.146749, -71.147266, -71.148701, -71.150309, -71.149839, 42.337665, 42.339358, 42.340611, 42.341419, 42.341897, 42.342744, 42.343224, 42.343878, 42.343189, 42.342952, 42.340636, 42.340396, 42.340022, 42.339657, 42.338632, 42.337772, 42.337442, 42.337313, 42.337201, 42.337267, 42.336842, 
42.337665)))"
25025060602,"Census Tract 606.02, Suffolk County, Massachusetts",B05001_006,39,32,"list(list(c(-71.051345, -71.046084, -71.042081, -71.04062, -71.039493, -71.041406, -71.043838, -71.047072, -71.048603, -71.050159, -71.049388, -71.051345, 42.343798, 42.348255, 42.346167, 42.345221, 42.344487, 42.344526, 42.342447, 42.339701, 42.340684, 42.341693, 42.34236, 42.343798)))"
25025060200,"Census Tract 602, Suffolk County, Massachusetts",B05001_006,15,16,"list(list(c(-71.035296, -71.033262, -71.03328, -71.0333, -71.033312, -71.033346, -71.029234, -71.029212, -71.031283, -71.031254, -71.031226, -71.031191, -71.031143, -71.034314, -71.035207, -71.035247, -71.035296, 42.332293, 42.332329, 42.333146, 42.333978, 42.334617, 42.335661, 42.335729, 42.334861, 42.334832, 42.334002, 42.333186, 42.33236, 42.330653, 42.329492, 42.32935, 42.330642, 42.332293)))"
25025071201,"Census Tract 712.01, Suffolk County, Massachusetts",B05001_006,408,205,"list(list(c(-71.071826, -71.072075, -71.071089, -71.070707, -71.069671, -71.068084, -71.06593, -71.064406, -71.062529, -71.062215, -71.06529, -71.065414, -71.067131, -71.068477, -71.069414, -71.069023, -71.068351, -71.070365, -71.070949, -71.072504, -71.071826, 42.340056, 42.341286, 42.340539, 42.34079, 42.341343, 42.342014, 42.343936, 42.343501, 42.343009, 42.342915, 42.337074, 42.335441, 42.335291, 42.335722, 42.336414, 42.33669, 42.337172, 42.338783, 42.338306, 42.339615, 42.340056)))"
25025000102,"Census Tract 1.02, Suffolk County, Massachusetts",B05001_006,383,178,"list(list(c(-71.160899, -71.153994, -71.147927, -71.146171, -71.144514, -71.139551, -71.135452, -71.135331, -71.136273, -71.136596, -71.136961, -71.137979, -71.138198, -71.139066, -71.140681, -71.143349, -71.143802, -71.144176, -71.149082, -71.153194, -71.153762, -71.154693, -71.160899, 42.358625, 42.359316, 42.360645, 42.361657, 42.362933, 42.363698, 42.364849, 42.363175, 42.360903, 42.360161, 42.359315, 42.357608, 42.357093, 42.353791, 42.354004, 42.354686, 42.354797, 42.354889, 42.356151, 42.357226, 
42.357525, 42.358139, 42.358625)))"
25025010403,"Census Tract 104.03, Suffolk County, Massachusetts",B05001_006,914,462,"list(list(c(-71.089765, -71.089548, -71.089265, -71.089264, -71.087758, -71.087588, -71.087455, -71.086831, -71.086596, -71.086547, -71.086356, -71.085796, -71.086805, -71.089965, -71.089765, 42.34466, 42.34541, 42.346462, 42.346887, 42.3473, 42.346922, 42.346635, 42.345424, 42.344951, 42.344861, 42.34445, 42.343332, 42.343436, 42.34392, 42.34466)))"
25025120104,"Census Tract 1201.04, Suffolk County, Massachusetts",B05001_006,291,116,"list(list(c(-71.120727, -71.120129, -71.118254, -71.115472, -71.115555, -71.115506, -71.115339, -71.115245, -71.115095, -71.114921, -71.11467, -71.114461, -71.113384, -71.114159, -71.115436, -71.115434, -71.114915, -71.120108, -71.120197, -71.11716, -71.118796, -71.119411, -71.120076, -71.120069, -71.119566, -71.12025, -71.121463, -71.120727, 42.309009, 42.308956, 42.308767, 42.309675, 42.308474, 42.307655, 42.306839, 42.306632, 42.306298, 42.305942, 42.305491, 42.301904, 42.301492, 42.300179, 42.298206, 
42.298903, 42.300099, 42.299735, 42.300947, 42.302397, 42.302996, 42.303514, 42.304862, 42.305194, 42.306432, 42.308347, 42.308685, 42.309009)))"
25025081700,"Census Tract 817, Suffolk County, Massachusetts",B05001_006,332,150,"list(list(c(-71.091941, -71.0896, -71.088788, -71.08789, -71.086996, -71.0851, -71.083448, -71.08311, -71.08327, -71.083308, -71.081923, -71.081621, -71.081385, -71.081789, -71.081917, -71.086017, -71.086225, -71.089121, -71.090238, -71.091373, -71.092476, -71.091941, 42.321692, 42.323394, 42.324218, 42.32571, 42.327782, 42.328899, 42.32865, 42.32812, 42.326127, 42.325959, 42.321727, 42.320732, 42.319802, 42.31827, 42.318021, 42.319164, 42.318237, 42.318927, 42.319213, 42.320423, 42.321307, 42.321692
)))"
25025140106,"Census Tract 1401.06, Suffolk County, Massachusetts",B05001_006,375,175,"list(list(c(-71.140653, -71.140269, -71.138649, -71.136998, -71.134785, -71.134626, -71.131642, -71.132703, -71.133781, -71.136592, -71.140039, -71.140612, -71.140653, 42.275179, 42.275474, 42.276901, 42.278323, 42.276898, 42.276784, 42.274908, 42.274037, 42.274396, 42.27151, 42.273574, 42.274259, 42.275179)))"
25025170502,"Census Tract 1705.02, Suffolk County, Massachusetts",B05001_006,597,377,"list(list(c(-70.986581, -70.983708, -70.982294, -70.979454, -70.975194, -70.971594, -70.968594, -70.9661388117847, -70.966309297147, -70.966538, -70.959934, -70.959698, -70.9686386285225, -70.97551, -70.9766428828741, -70.982994, -70.9837042442038, -70.984828, -70.98601, -70.987938, -70.986581, 42.427785, 42.431663, 42.431296, 42.432815, 42.436896, 42.442696, 42.444396, 42.4434920408458, 42.4430474329666, 42.442451, 42.441218, 42.440667, 42.4355311709543, 42.431584, 42.4304353742319, 42.423996, 42.4228928547472, 
42.424143, 42.425365, 42.426036, 42.427785)))"
25025010206,"Census Tract 102.06, Suffolk County, Massachusetts",B05001_006,328,157,"list(list(c(-71.098115, -71.092871, -71.092272, -71.089636, -71.087916, -71.087758, -71.089264, -71.090902, -71.092044, -71.09227, -71.094303, -71.094451, -71.094644, -71.097412, -71.098955, -71.098115, 42.347637, 42.347643, 42.347629, 42.347644, 42.347461, 42.3473, 42.346887, 42.346544, 42.34685, 42.347111, 42.345577, 42.345189, 42.344549, 42.343694, 42.346815, 42.347637)))"
25025100900,"Census Tract 1009, Suffolk County, Massachusetts",B05001_006,391,182,"list(list(c(-71.090073, -71.089331, -71.087627, -71.085875, -71.083365, -71.080159, -71.078879, -71.079003, -71.077615, -71.078447, -71.077251, -71.078658, -71.080438, -71.079368, -71.078891, -71.074728, -71.072774, -71.071015, -71.069501, -71.06592, -71.066503, -71.067189, -71.067309, -71.068018, -71.068173, -71.06814, -71.069011, -71.072044, -71.073264, -71.075246, -71.082761, -71.087751, -71.089403, -71.090073, 42.269948, 42.270172, 42.270244, 42.270822, 42.271288, 42.271408, 42.271632, 42.273409, 
42.273782, 42.27574, 42.277217, 42.277857, 42.27896, 42.278639, 42.278567, 42.278133, 42.278073, 42.278314, 42.278813, 42.279928, 42.277904, 42.275504, 42.275054, 42.272216, 42.271118, 42.271, 42.270662, 42.270817, 42.270317, 42.2703, 42.268634, 42.269555, 42.26969, 42.269948)))"
25025110401,"Census Tract 1104.01, Suffolk County, Massachusetts",B05001_006,544,211,"list(list(c(-71.127045, -71.126312, -71.125965, -71.125814, -71.123595, -71.122463, -71.120853, -71.119565, -71.119259, -71.119282, -71.119549, -71.119712, -71.120675, -71.122433, -71.124041, -71.125127, -71.126098, -71.128128, -71.127045, 42.28746, 42.288149, 42.288482, 42.288615, 42.290712, 42.291749, 42.291179, 42.290525, 42.290486, 42.290235, 42.285511, 42.280288, 42.280696, 42.281826, 42.282998, 42.28449, 42.285175, 42.286448, 42.28746)))"
25025080500,"Census Tract 805, Suffolk County, Massachusetts",B05001_006,381,137,"list(list(c(-71.088494, -71.083983, -71.082983, -71.081969, -71.079266, -71.077621, -71.078827, -71.080297, -71.080625, -71.080943, -71.081113, -71.082524, -71.085345, -71.087462, -71.088494, 42.334896, 42.33734, 42.337893, 42.338416, 42.336538, 42.336001, 42.335065, 42.333796, 42.333367, 42.332931, 42.333009, 42.333795, 42.335071, 42.334126, 42.334896)))"
25025170702,"Census Tract 1707.02, Suffolk County, Massachusetts",B05001_006,2438,744,"list(list(c(-71.003476, -71.000208, -71.000172, -70.998675, -70.994353, -70.993608, -70.993003, -70.993536, -70.992686, -70.992408, -70.992143, -70.994112, -70.996053, -70.997091, -70.997352, -70.998685, -71.002593, -71.002727, -71.004279, -71.003476, 42.405592, 42.409573, 42.409624, 42.410681, 42.412239, 42.412704, 42.41249, 42.40858, 42.407202, 42.407238, 42.405534, 42.404917, 42.401775, 42.401184, 42.401023, 42.401671, 42.404351, 42.404412, 42.404928, 42.405592)))"
25025010300,"Census Tract 103, Suffolk County, Massachusetts",B05001_006,573,134,"list(list(c(-71.110001, -71.104722, -71.103275, -71.100603, -71.098988, -71.096885, -71.09621, -71.093217, -71.092543, -71.092192, -71.095745, -71.096947, -71.100306, -71.100935, -71.10539, -71.106074, -71.107291, -71.109469, -71.110001, 42.340317, 42.343371, 42.342741, 42.340204, 42.339095, 42.339026, 42.339827, 42.340889, 42.339513, 42.339139, 42.337727, 42.33726, 42.335941, 42.336168, 42.33786, 42.338227, 42.338929, 42.340187, 42.340317)))"
25025010600,"Census Tract 106, Suffolk County, Massachusetts",B05001_006,666,287,"list(list(c(-71.085602, -71.083749, -71.079508, -71.077368, -71.076683, -71.072659, -71.072, -71.075163, -71.076201, -71.076028, -71.078086, -71.078378, -71.079389, -71.080082, -71.080911, -71.081821, -71.082757, -71.084406, -71.085476, -71.085602, 42.347884, 42.34838, 42.349508, 42.350075, 42.349395, 42.35041, 42.349022, 42.348159, 42.347911, 42.347309, 42.345821, 42.34558, 42.344764, 42.344219, 42.344787, 42.345413, 42.345856, 42.346039, 42.347571, 42.347884)))"
25025030400,"Census Tract 304, Suffolk County, Massachusetts",B05001_006,124,84,"list(list(c(-71.055835, -71.055441, -71.05595, -71.055485, -71.054999, -71.053965, -71.053548, -71.052878, -71.053047, -71.053204, -71.053459, -71.05177, -71.051632, -71.051084, -71.051066, -71.051063, -71.052809, -71.052967, -71.054925, -71.056381, -71.055835, 42.363613, 42.365176, 42.365508, 42.366185, 42.365964, 42.366908, 42.366567, 42.365771, 42.365271, 42.365066, 42.364778, 42.3642, 42.364145, 42.363995, 42.363703, 42.362248, 42.360915, 42.361029, 42.362046, 42.362884, 42.363613)))"
25025101002,"Census Tract 1010.02, Suffolk County, Massachusetts",B05001_006,869,416,"list(list(c(-71.093881, -71.093752, -71.093735, -71.093695, -71.092092, -71.086926, -71.086091, -71.085504, -71.082735, -71.082634, -71.081574, -71.081102, -71.080438, -71.078658, -71.077251, -71.078447, -71.077615, -71.079003, -71.078879, -71.080159, -71.083365, -71.085875, -71.087627, -71.089331, -71.090073, -71.089403, -71.090258, -71.093736, -71.093908, -71.093881, 42.267634, 42.271197, 42.271695, 42.272877, 42.274398, 42.279344, 42.280216, 42.280991, 42.280409, 42.280368, 42.279725, 42.279394, 
42.27896, 42.277857, 42.277217, 42.27574, 42.273782, 42.273409, 42.271632, 42.271408, 42.271288, 42.270822, 42.270244, 42.270172, 42.269948, 42.26969, 42.266639, 42.267136, 42.26714, 42.267634)))"
25025981100,"Census Tract 9811, Suffolk County, Massachusetts",B05001_006,0,13,"list(list(c(-71.115368, -71.11287, -71.111177, -71.109596, -71.105517, -71.104661, -71.103762, -71.100969, -71.096402, -71.096181, -71.095759, -71.097403, -71.100114, -71.100646, -71.099707, -71.098856, -71.094896, -71.096105, -71.096316, -71.099632, -71.09845, -71.101097, -71.102094, -71.104652, -71.107526, -71.10858, -71.109191, -71.109317, -71.110374, -71.114188, -71.115342, -71.113431, -71.112232, -71.110697, -71.105401, -71.107947, -71.112628, -71.1134, -71.114, -71.115368, 42.294572, 42.296662, 
42.296895, 42.299098, 42.298831, 42.300271, 42.300078, 42.297667, 42.293235, 42.292886, 42.291973, 42.291147, 42.290291, 42.287912, 42.286437, 42.286765, 42.287216, 42.286043, 42.285818, 42.282336, 42.281698, 42.277759, 42.278287, 42.276802, 42.278302, 42.275395, 42.274363, 42.274455, 42.275065, 42.2771, 42.278039, 42.279941, 42.280214, 42.283463, 42.286718, 42.288616, 42.292191, 42.293118, 42.29374, 42.294572)))"
25025110601,"Census Tract 1106.01, Suffolk County, Massachusetts",B05001_006,108,80,"list(list(c(-71.1503, -71.14792, -71.145967, -71.140135, -71.139556, -71.137103, -71.134052, -71.127925, -71.128948, -71.130068, -71.132978, -71.13601, -71.137305, -71.137896, -71.139746, -71.140382, -71.143052, -71.144784, -71.145124, -71.145495, -71.147059, -71.147432, -71.148085, -71.149376, -71.1503, 42.29553, 42.296749, 42.297939, 42.302147, 42.301891, 42.301185, 42.3017, 42.300157, 42.299156, 42.298184, 42.296829, 42.294429, 42.293356, 42.292841, 42.291299, 42.290766, 42.288604, 42.288193, 
42.288114, 42.288805, 42.29013, 42.290436, 42.290973, 42.293096, 42.29553)))"
25025120700,"Census Tract 1207, Suffolk County, Massachusetts",B05001_006,266,85,"list(list(c(-71.116737, -71.115078, -71.114098, -71.112202, -71.112258, -71.112259, -71.1109, -71.110832, -71.108333, -71.107181, -71.106544, -71.105231, -71.105514, -71.107508, -71.108265, -71.109136, -71.108269, -71.108452, -71.109938, -71.11209, -71.116321, -71.11657, -71.116737, 42.322627, 42.323573, 42.323307, 42.323125, 42.323906, 42.324552, 42.327661, 42.329073, 42.327318, 42.326898, 42.32651, 42.326114, 42.325198, 42.325499, 42.324478, 42.32382, 42.323184, 42.322389, 42.322025, 42.321602, 
42.321012, 42.321021, 42.322627)))"
25025140201,"Census Tract 1402.01, Suffolk County, Massachusetts",B05001_006,337,149,"list(list(c(-71.139241, -71.13631, -71.135267, -71.133772, -71.133058, -71.132151, -71.131368, -71.129004, -71.128992, -71.128433, -71.125505, -71.122884, -71.122839, -71.122439, -71.124843, -71.12541, -71.126066, -71.126233, -71.126184, -71.12567, -71.126377, -71.122475, -71.122602, -71.124587, -71.125477, -71.12742, -71.130771, -71.136665, -71.139241, 42.23366, 42.23634, 42.238163, 42.239642, 42.239479, 42.239203, 42.240089, 42.245995, 42.247992, 42.249173, 42.247954, 42.251849, 42.250485, 42.250058, 
42.247607, 42.246866, 42.245479, 42.242667, 42.241615, 42.239527, 42.239162, 42.23505, 42.234515, 42.234012, 42.231882, 42.231176, 42.227926, 42.23191, 42.23366)))"
25025160502,"Census Tract 1605.02, Suffolk County, Massachusetts",B05001_006,1709,543,"list(list(c(-71.030577, -71.02909, -71.027488, -71.026753, -71.024158, -71.023089, -71.020457, -71.019735, -71.018126, -71.017826, -71.013007, -71.010892, -71.009377, -71.012434, -71.013395, -71.016094, -71.017232, -71.017794, -71.018791, -71.020512, -71.022672, -71.023633, -71.023086, -71.02288, -71.025002, -71.025489, -71.026185, -71.028921, -71.030021, -71.030379, -71.029643, -71.030577, 42.395675, 42.396514, 42.39741, 42.397834, 42.399322, 42.400129, 42.402434, 42.401968, 42.403378, 42.402883, 
42.402864, 42.401795, 42.40085, 42.398105, 42.397398, 42.395897, 42.392472, 42.390697, 42.389544, 42.387641, 42.386265, 42.387722, 42.389468, 42.390144, 42.390527, 42.391336, 42.392384, 42.394365, 42.394801, 42.394883, 42.395297, 42.395675)))"
